Vardas              Pavarde             ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    ND15    Egz.    
Vardas66179         Pavarde66179        7       6       7       2       2       6       9       1       8       6       5       1       4       3       7       10      
Vardas66180         Pavarde66180        5       1       1       2       10      4       5       5       4       6       6       7       9       9       8       3       
Vardas66181         Pavarde66181        2       4       3       1       1       2       3       7       1       1       1       8       7       6       7       5       
Vardas66182         Pavarde66182        4       7       5       8       5       3       8       1       2       3       3       6       5       1       3       5       
Vardas66183         Pavarde66183        8       10      6       8       9       1       7       9       10      1       4       7       10      4       8       9       
Vardas66184         Pavarde66184        7       9       10      8       6       2       9       3       7       7       3       1       3       10      2       10      
Vardas66185         Pavarde66185        7       8       1       9       8       4       1       3       10      10      1       6       2       8       7       1       
Vardas66186         Pavarde66186        10      4       7       6       1       6       4       10      3       6       7       1       7       10      3       8       
Vardas66187         Pavarde66187        2       5       6       2       6       3       5       5       5       4       10      2       7       4       9       10      
Vardas66188         Pavarde66188        7       6       9       7       2       9       10      10      5       2       4       5       1       9       5       4       
Vardas66189         Pavarde66189        7       3       3       8       3       6       1       3       6       8       4       10      9       6       3       1       
Vardas66190         Pavarde66190        2       3       10      6       1       4       10      10      7       7       1       1       3       3       7       3       
Vardas66191         Pavarde66191        2       10      5       10      5       10      10      2       9       2       9       3       9       9       7       7       
Vardas66192         Pavarde66192        7       4       1       5       2       9       7       5       9       10      5       10      10      9       10      10      
Vardas66193         Pavarde66193        10      9       9       5       3       5       6       5       9       10      8       2       1       7       8       6       
Vardas66194         Pavarde66194        2       3       8       3       10      6       6       7       6       8       2       7       7       2       3       10      
Vardas66195         Pavarde66195        5       8       9       9       5       2       5       5       6       2       2       5       8       5       7       2       
Vardas66196         Pavarde66196        3       8       5       9       1       10      6       4       4       1       9       10      2       6       8       5       
Vardas66197         Pavarde66197        4       3       7       6       6       7       10      6       7       3       1       6       7       9       3       8       
Vardas66198         Pavarde66198        8       3       5       7       1       9       10      5       5       1       6       8       10      3       10      9       
Vardas66199         Pavarde66199        3       9       8       10      9       2       5       8       3       2       1       2       6       3       9       3       
Vardas66200         Pavarde66200        2       9       1       1       2       7       9       5       9       1       1       3       1       5       9       7       
Vardas66201         Pavarde66201        5       5       4       7       10      8       1       6       6       7       3       4       6       6       4       5       
Vardas66202         Pavarde66202        5       5       5       6       6       1       8       7       5       7       1       4       5       9       6       8       
Vardas66203         Pavarde66203        8       8       4       1       3       3       9       9       9       8       1       10      8       4       3       9       
Vardas66204         Pavarde66204        3       9       5       5       3       6       7       1       9       9       3       6       4       6       3       4       
Vardas66205         Pavarde66205        8       5       7       2       10      9       7       10      8       1       6       1       5       10      8       6       
Vardas66206         Pavarde66206        8       1       2       9       1       1       5       7       7       4       3       1       2       3       1       10      
Vardas66207         Pavarde66207        3       3       4       4       1       9       7       3       4       9       5       8       8       8       10      10      
Vardas66208         Pavarde66208        10      3       2       1       4       2       5       3       6       8       3       4       4       3       3       1       
Vardas66209         Pavarde66209        5       1       2       9       7       1       6       6       9       7       9       7       7       8       9       8       
Vardas66210         Pavarde66210        8       8       8       5       8       7       4       9       10      9       10      3       6       1       3       9       
Vardas66211         Pavarde66211        7       8       8       8       9       9       4       5       7       1       5       6       7       3       7       7       
Vardas66212         Pavarde66212        3       3       9       9       5       2       7       3       9       8       4       7       5       4       10      7       
Vardas66213         Pavarde66213        10      3       1       4       7       6       2       4       6       3       2       6       8       7       9       1       
Vardas66214         Pavarde66214        5       9       8       2       4       7       3       1       1       9       8       7       5       5       6       9       
Vardas66215         Pavarde66215        2       4       1       4       4       1       9       7       6       1       5       4       2       2       8       3       
Vardas66216         Pavarde66216        1       1       4       1       7       9       1       1       10      5       9       9       3       1       2       6       
Vardas66217         Pavarde66217        6       1       5       8       8       8       8       2       3       10      9       3       7       3       3       1       
Vardas66218         Pavarde66218        1       4       6       8       10      10      7       1       9       6       4       2       5       10      6       9       
Vardas66219         Pavarde66219        6       2       8       1       9       3       4       9       1       8       8       6       1       2       7       6       
Vardas66220         Pavarde66220        7       3       9       6       5       4       4       1       9       4       4       7       3       6       5       10      
Vardas66221         Pavarde66221        8       10      9       3       9       6       6       2       5       7       7       1       6       7       10      1       
Vardas66222         Pavarde66222        1       3       4       6       2       5       10      5       10      10      2       6       6       8       6       8       
Vardas66223         Pavarde66223        6       4       1       8       8       1       1       4       3       8       7       6       2       7       9       10      
Vardas66224         Pavarde66224        1       7       7       10      8       8       9       3       7       6       3       10      7       2       4       2       
Vardas66225         Pavarde66225        10      4       5       4       5       5       6       10      7       4       9       10      5       2       5       4       
Vardas66226         Pavarde66226        1       5       9       9       2       6       10      8       2       3       5       4       2       6       6       6       
Vardas66227         Pavarde66227        7       4       8       6       10      7       1       7       9       7       6       2       5       3       10      1       
Vardas66228         Pavarde66228        8       1       6       10      8       8       6       9       3       7       9       2       4       5       6       2       
Vardas66229         Pavarde66229        3       10      1       10      4       3       5       7       5       1       5       7       5       10      6       10      
Vardas66230         Pavarde66230        6       2       2       9       7       7       9       4       6       4       5       9       1       3       5       2       
Vardas66231         Pavarde66231        5       9       4       6       6       5       8       4       9       6       5       9       7       5       2       6       
Vardas66232         Pavarde66232        10      6       8       10      5       10      9       8       1       5       1       1       3       3       7       4       
Vardas66233         Pavarde66233        2       9       8       7       6       6       4       5       7       8       5       10      5       7       9       10      
Vardas66234         Pavarde66234        7       5       7       2       6       2       5       6       7       8       2       3       8       9       2       7       
Vardas66235         Pavarde66235        8       4       1       6       4       2       1       9       3       7       3       2       7       8       5       10      
Vardas66236         Pavarde66236        9       2       7       8       2       10      3       6       8       1       7       6       2       3       1       10      
Vardas66237         Pavarde66237        1       7       1       3       8       5       1       9       1       3       2       9       9       10      4       8       
Vardas66238         Pavarde66238        6       3       1       1       9       9       2       1       3       3       10      4       5       2       3       8       
Vardas66239         Pavarde66239        9       9       7       9       8       8       1       9       8       2       6       7       2       6       7       10      
Vardas66240         Pavarde66240        8       5       1       8       9       1       7       1       4       4       7       10      3       10      7       10      
Vardas66241         Pavarde66241        4       6       6       5       5       10      4       9       4       8       3       9       5       5       6       6       
Vardas66242         Pavarde66242        9       8       3       9       5       10      3       7       4       4       9       4       5       1       8       6       
Vardas66243         Pavarde66243        7       8       8       9       4       4       1       9       5       7       4       10      2       5       8       10      
Vardas66244         Pavarde66244        10      10      6       8       9       3       7       6       3       10      10      3       5       10      8       8       
Vardas66245         Pavarde66245        1       3       4       1       9       6       4       1       9       2       2       1       6       4       4       3       
Vardas66246         Pavarde66246        1       8       9       2       10      2       10      4       7       6       3       10      6       5       5       2       
Vardas66247         Pavarde66247        4       10      6       2       5       10      4       3       4       10      7       6       3       8       9       8       
Vardas66248         Pavarde66248        3       4       7       4       3       1       3       2       3       9       7       9       9       10      10      7       
Vardas66249         Pavarde66249        3       8       1       7       2       4       10      5       7       5       8       4       1       1       2       2       
Vardas66250         Pavarde66250        6       6       3       10      6       9       2       1       10      3       1       3       6       2       5       4       
Vardas66251         Pavarde66251        2       10      7       5       10      2       9       7       3       5       7       7       8       6       7       9       
Vardas66252         Pavarde66252        5       5       9       3       3       8       2       1       4       8       4       7       1       6       3       8       
Vardas66253         Pavarde66253        7       9       3       5       9       4       10      5       2       3       9       9       2       4       1       7       
Vardas66254         Pavarde66254        8       1       9       10      1       5       5       7       10      7       7       9       10      2       3       3       
Vardas66255         Pavarde66255        2       5       6       1       1       2       1       6       1       3       6       6       9       7       4       7       
Vardas66256         Pavarde66256        4       4       2       9       7       2       3       3       10      8       3       4       3       4       8       3       
Vardas66257         Pavarde66257        9       10      9       7       1       8       2       3       2       3       3       3       9       3       5       4       
Vardas66258         Pavarde66258        7       3       10      5       5       3       7       2       6       6       2       3       7       2       9       7       
Vardas66259         Pavarde66259        5       10      9       4       5       8       6       5       7       9       3       4       9       1       10      3       
Vardas66260         Pavarde66260        6       4       10      2       2       7       10      3       6       5       5       4       4       4       4       4       
Vardas66261         Pavarde66261        2       3       8       3       10      10      9       4       4       10      4       7       5       3       4       2       
Vardas66262         Pavarde66262        9       2       1       7       4       8       4       2       8       5       8       10      6       4       10      8       
Vardas66263         Pavarde66263        3       6       1       10      5       2       10      2       1       1       6       7       5       9       4       5       
Vardas66264         Pavarde66264        1       5       8       3       3       9       5       8       8       1       7       7       5       6       8       4       
Vardas66265         Pavarde66265        1       2       4       10      2       4       6       6       2       6       4       5       7       2       1       8       
Vardas66266         Pavarde66266        10      3       2       2       1       10      8       1       10      5       9       10      7       4       9       1       
Vardas66267         Pavarde66267        4       4       5       4       1       1       4       7       3       7       10      9       5       2       4       7       
Vardas66268         Pavarde66268        2       7       5       1       8       5       3       2       2       1       9       10      2       2       1       4       
Vardas66269         Pavarde66269        6       6       9       6       4       6       7       6       7       8       5       10      9       1       1       2       
Vardas66270         Pavarde66270        3       9       4       1       10      3       7       2       3       2       5       1       4       4       8       3       
Vardas66271         Pavarde66271        1       6       7       1       1       5       8       1       2       2       8       1       5       8       3       9       
Vardas66272         Pavarde66272        1       6       7       2       3       10      6       8       1       4       7       6       7       3       4       6       
Vardas66273         Pavarde66273        7       3       6       8       5       2       5       6       3       8       8       4       10      10      3       2       
Vardas66274         Pavarde66274        2       8       1       10      5       4       4       10      2       1       6       5       1       8       9       6       
Vardas66275         Pavarde66275        5       5       3       7       6       4       5       5       5       6       4       1       7       8       8       1       
Vardas66276         Pavarde66276        2       9       8       5       5       1       7       4       6       10      8       5       9       1       10      2       
Vardas66277         Pavarde66277        10      10      6       3       1       3       2       8       6       4       1       1       10      5       8       7       
Vardas66278         Pavarde66278        8       4       7       4       1       2       5       10      7       3       8       9       7       10      10      3       
Vardas66279         Pavarde66279        8       9       7       2       6       9       6       5       4       6       8       2       8       4       1       5       
Vardas66280         Pavarde66280        4       5       7       1       8       2       7       4       5       7       3       4       1       8       7       7       
Vardas66281         Pavarde66281        6       2       3       9       2       2       8       4       8       9       8       4       3       8       1       4       
Vardas66282         Pavarde66282        8       10      7       2       9       1       6       2       6       8       8       6       5       5       2       5       
Vardas66283         Pavarde66283        10      4       6       9       3       5       3       7       7       7       7       3       7       2       8       10      
Vardas66284         Pavarde66284        4       2       8       8       10      9       10      9       1       4       8       7       5       3       7       9       
Vardas66285         Pavarde66285        2       1       7       2       5       9       10      10      9       8       6       6       8       1       3       2       
Vardas66286         Pavarde66286        10      6       2       9       7       6       4       4       8       8       4       10      7       4       8       10      
Vardas66287         Pavarde66287        4       9       1       7       7       6       8       8       3       9       10      3       10      5       4       10      
Vardas66288         Pavarde66288        10      9       8       4       9       7       8       8       4       8       7       4       7       1       3       3       
Vardas66289         Pavarde66289        6       1       6       2       5       8       9       4       9       5       10      1       4       6       10      8       
Vardas66290         Pavarde66290        10      7       1       4       6       7       10      7       9       3       3       6       8       5       10      6       
Vardas66291         Pavarde66291        9       7       2       2       4       9       9       1       1       8       5       7       8       4       4       4       
Vardas66292         Pavarde66292        6       2       4       3       9       4       8       8       2       9       5       10      4       10      2       10      
Vardas66293         Pavarde66293        1       10      6       6       4       10      4       3       3       8       6       10      5       6       7       3       
Vardas66294         Pavarde66294        3       4       10      4       2       10      4       9       8       4       7       9       4       8       7       7       
Vardas66295         Pavarde66295        5       10      10      1       10      5       3       2       1       1       2       2       8       7       10      3       
Vardas66296         Pavarde66296        5       1       2       2       8       5       7       4       9       5       7       4       6       3       8       4       
Vardas66297         Pavarde66297        10      7       5       9       6       8       2       7       1       9       8       7       1       5       2       4       
Vardas66298         Pavarde66298        1       7       1       6       5       10      9       1       2       2       10      1       1       8       6       8       
Vardas66299         Pavarde66299        6       6       2       6       10      2       9       5       3       4       5       3       10      4       10      7       
Vardas66300         Pavarde66300        10      10      8       8       1       5       2       3       3       5       5       8       2       10      3       3       
Vardas66301         Pavarde66301        5       1       1       2       10      10      6       1       8       4       5       6       1       4       3       9       
Vardas66302         Pavarde66302        3       8       10      2       4       4       10      8       2       9       6       10      1       9       5       2       
Vardas66303         Pavarde66303        3       2       2       3       10      10      8       7       4       7       5       4       8       6       9       8       
Vardas66304         Pavarde66304        1       1       9       7       7       8       4       4       6       6       7       4       3       5       4       4       
Vardas66305         Pavarde66305        2       2       1       7       5       4       9       5       9       7       10      8       8       6       7       7       
Vardas66306         Pavarde66306        8       5       8       10      10      10      3       2       1       6       1       4       6       8       4       7       
Vardas66307         Pavarde66307        4       7       6       9       3       7       2       1       7       8       1       1       5       4       7       6       
Vardas66308         Pavarde66308        3       10      8       6       8       4       6       9       7       8       4       5       6       6       6       6       
Vardas66309         Pavarde66309        3       7       4       8       7       7       7       3       2       3       9       8       3       3       1       6       
Vardas66310         Pavarde66310        7       4       2       7       7       10      2       9       2       4       3       4       6       2       2       4       
Vardas66311         Pavarde66311        4       1       7       7       5       6       3       5       6       1       10      1       5       6       4       4       
Vardas66312         Pavarde66312        4       6       5       5       6       4       1       7       8       1       1       2       6       7       7       1       
Vardas66313         Pavarde66313        5       9       4       8       4       4       3       8       7       4       9       9       1       9       3       4       
Vardas66314         Pavarde66314        1       7       2       2       9       10      3       2       10      3       9       1       6       1       5       9       
Vardas66315         Pavarde66315        10      8       3       1       4       4       2       3       6       4       8       6       10      2       2       9       
Vardas66316         Pavarde66316        2       5       6       10      2       8       1       4       9       10      2       7       4       8       10      3       
Vardas66317         Pavarde66317        5       4       2       7       5       5       1       5       4       10      4       3       3       4       10      2       
Vardas66318         Pavarde66318        7       2       7       5       2       6       5       7       3       3       3       10      6       5       1       6       
Vardas66319         Pavarde66319        8       9       6       7       2       3       3       2       9       6       7       7       8       5       5       8       
Vardas66320         Pavarde66320        6       7       6       1       6       8       10      8       1       6       5       10      9       10      3       3       
Vardas66321         Pavarde66321        3       2       4       10      5       4       5       3       6       2       10      2       10      3       6       5       
Vardas66322         Pavarde66322        10      2       3       4       8       10      7       6       9       8       6       5       1       3       2       2       
Vardas66323         Pavarde66323        4       7       6       3       5       8       3       3       3       4       10      5       5       4       3       5       
Vardas66324         Pavarde66324        9       9       2       4       3       4       1       2       1       5       1       8       1       5       10      1       
Vardas66325         Pavarde66325        10      2       6       8       4       10      10      8       6       9       4       4       10      9       5       3       
Vardas66326         Pavarde66326        2       8       2       8       1       9       9       5       9       7       2       10      7       2       4       8       
Vardas66327         Pavarde66327        5       10      1       9       7       2       9       4       9       2       1       8       1       7       3       6       
Vardas66328         Pavarde66328        3       10      8       9       10      6       7       7       5       9       5       6       8       5       2       6       
Vardas66329         Pavarde66329        10      2       9       3       10      10      9       8       2       9       9       6       8       4       7       2       
Vardas66330         Pavarde66330        1       8       4       6       4       9       6       4       8       3       9       10      2       10      7       3       
Vardas66331         Pavarde66331        6       5       1       3       5       3       7       1       2       2       5       10      3       6       6       8       
Vardas66332         Pavarde66332        2       4       4       9       3       6       8       7       10      5       1       10      5       9       8       1       
Vardas66333         Pavarde66333        5       4       10      7       8       10      6       1       1       5       4       5       10      9       4       7       
Vardas66334         Pavarde66334        10      2       3       6       3       10      10      1       4       4       5       1       5       9       6       7       
Vardas66335         Pavarde66335        3       8       1       6       3       1       1       9       8       9       3       10      1       10      10      7       
Vardas66336         Pavarde66336        6       4       5       10      8       5       10      9       8       2       3       2       3       2       10      6       
Vardas66337         Pavarde66337        3       6       3       6       7       6       7       6       10      3       1       1       2       9       2       9       
Vardas66338         Pavarde66338        5       3       1       6       8       9       9       9       5       7       6       4       9       6       5       10      
Vardas66339         Pavarde66339        2       5       3       10      10      4       3       1       9       9       7       9       2       10      7       8       
Vardas66340         Pavarde66340        9       4       3       10      4       1       6       7       7       6       8       3       8       2       8       7       
Vardas66341         Pavarde66341        2       4       8       9       7       7       5       10      5       5       10      1       9       4       6       10      
Vardas66342         Pavarde66342        1       10      5       5       10      9       9       3       10      5       8       3       7       1       7       10      
Vardas66343         Pavarde66343        10      5       4       1       4       5       8       3       10      3       1       5       5       6       8       5       
Vardas66344         Pavarde66344        3       6       3       4       3       9       7       3       3       9       9       4       6       4       3       2       
Vardas66345         Pavarde66345        10      4       2       9       2       10      3       9       2       2       1       5       10      8       6       6       
Vardas66346         Pavarde66346        1       5       5       2       6       2       4       3       7       4       8       6       9       1       4       8       
Vardas66347         Pavarde66347        4       1       9       4       5       9       9       3       6       6       10      2       8       8       9       8       
Vardas66348         Pavarde66348        1       4       2       9       6       4       5       6       8       6       10      7       2       6       10      7       
Vardas66349         Pavarde66349        8       7       6       9       1       1       7       4       10      1       5       7       5       3       8       8       
Vardas66350         Pavarde66350        1       6       9       7       6       8       8       7       5       2       4       7       7       7       2       3       
Vardas66351         Pavarde66351        6       3       2       4       9       10      7       4       1       4       5       7       9       7       3       1       
Vardas66352         Pavarde66352        3       8       3       1       6       4       4       1       10      10      5       2       7       10      3       10      
Vardas66353         Pavarde66353        10      9       10      1       3       6       10      2       3       2       3       10      6       4       9       3       
Vardas66354         Pavarde66354        7       4       8       8       7       8       8       6       9       5       3       6       5       4       3       5       
Vardas66355         Pavarde66355        6       7       1       3       8       5       6       1       9       5       2       6       7       10      5       8       
Vardas66356         Pavarde66356        5       4       9       7       10      1       9       8       6       5       9       6       9       7       8       9       
Vardas66357         Pavarde66357        1       7       8       7       4       4       4       7       9       7       7       9       4       10      8       1       
Vardas66358         Pavarde66358        2       9       7       2       9       9       2       8       9       8       1       1       4       7       1       3       
Vardas66359         Pavarde66359        9       8       6       3       8       4       4       10      3       10      9       3       8       1       1       7       
Vardas66360         Pavarde66360        6       3       7       10      7       6       1       7       8       3       7       8       10      2       6       7       
Vardas66361         Pavarde66361        3       8       5       2       2       10      7       1       8       6       5       2       8       8       9       8       
Vardas66362         Pavarde66362        10      6       10      9       2       5       9       4       1       8       4       5       7       9       8       7       
Vardas66363         Pavarde66363        4       5       6       1       6       3       6       5       10      9       2       4       6       6       5       5       
Vardas66364         Pavarde66364        9       9       4       10      10      9       2       2       4       1       1       8       9       10      6       7       
Vardas66365         Pavarde66365        10      4       2       6       6       4       10      8       10      5       8       7       2       6       3       5       
Vardas66366         Pavarde66366        1       8       10      8       3       1       9       9       8       1       2       4       4       5       1       9       
Vardas66367         Pavarde66367        1       4       4       8       4       10      8       5       10      6       6       7       3       1       2       4       
Vardas66368         Pavarde66368        8       3       6       1       10      10      6       3       7       8       9       10      4       9       8       1       
Vardas66369         Pavarde66369        8       1       9       2       1       8       10      1       7       10      9       6       2       10      4       7       
Vardas66370         Pavarde66370        3       1       9       8       3       1       6       5       1       2       9       1       2       5       8       4       
Vardas66371         Pavarde66371        10      9       6       4       1       5       1       10      1       5       2       4       1       10      7       5       
Vardas66372         Pavarde66372        5       1       7       1       7       3       6       2       8       10      4       7       4       5       4       1       
Vardas66373         Pavarde66373        5       2       10      3       9       5       9       5       2       4       6       9       3       9       2       6       
Vardas66374         Pavarde66374        6       3       3       7       9       3       8       8       4       8       3       8       5       7       8       5       
Vardas66375         Pavarde66375        6       2       9       9       9       4       6       9       8       4       5       2       6       7       4       9       
Vardas66376         Pavarde66376        1       5       6       3       3       2       2       10      5       1       9       8       2       2       7       8       
Vardas66377         Pavarde66377        1       3       10      1       2       7       1       6       7       1       4       4       4       9       10      6       
Vardas66378         Pavarde66378        4       5       8       1       10      8       5       3       1       3       1       3       1       2       2       1       
Vardas66379         Pavarde66379        8       3       4       2       6       2       5       5       2       1       5       8       9       8       7       4       
Vardas66380         Pavarde66380        9       6       8       6       1       9       1       9       9       4       8       5       4       1       6       6       
Vardas66381         Pavarde66381        7       4       8       6       3       5       1       5       3       7       7       10      9       1       1       2       
Vardas66382         Pavarde66382        10      8       2       5       7       3       5       2       3       7       7       10      10      6       2       10      
Vardas66383         Pavarde66383        6       4       7       6       6       1       10      6       8       3       6       4       4       8       1       6       
Vardas66384         Pavarde66384        1       9       1       6       9       1       4       9       2       2       9       10      4       3       3       6       
Vardas66385         Pavarde66385        5       7       8       4       7       2       2       7       10      7       1       3       3       9       6       5       
Vardas66386         Pavarde66386        8       10      3       2       7       2       5       9       4       10      4       1       6       4       4       4       
Vardas66387         Pavarde66387        2       7       6       5       3       10      9       4       1       5       5       8       6       4       4       1       
Vardas66388         Pavarde66388        2       7       9       8       4       10      3       5       2       9       1       8       5       8       6       9       
Vardas66389         Pavarde66389        10      6       3       8       1       8       9       10      4       8       3       3       10      3       7       9       
Vardas66390         Pavarde66390        9       5       6       4       8       1       9       10      9       7       4       2       7       5       10      1       
Vardas66391         Pavarde66391        1       5       4       6       1       9       9       8       6       7       10      7       6       8       4       4       
Vardas66392         Pavarde66392        10      10      9       8       1       9       2       4       5       7       5       8       4       3       10      1       
Vardas66393         Pavarde66393        6       5       5       7       4       7       7       4       3       10      8       5       10      9       8       9       
Vardas66394         Pavarde66394        10      2       9       7       3       3       9       7       7       5       5       8       10      7       3       2       
Vardas66395         Pavarde66395        8       9       3       3       1       8       7       9       4       5       8       3       8       7       5       4       
Vardas66396         Pavarde66396        1       4       7       4       6       7       4       2       5       3       9       10      3       2       6       10      
Vardas66397         Pavarde66397        7       9       8       6       5       10      7       3       1       2       1       4       8       7       1       5       
Vardas66398         Pavarde66398        1       8       10      2       6       9       6       6       3       6       5       1       3       2       8       4       
Vardas66399         Pavarde66399        7       1       3       10      1       5       10      5       5       8       8       7       6       5       1       2       
Vardas66400         Pavarde66400        6       9       2       2       9       4       10      5       6       8       3       10      8       1       10      1       
Vardas66401         Pavarde66401        4       10      1       7       7       2       8       10      8       4       7       8       7       1       7       3       
Vardas66402         Pavarde66402        4       9       4       6       1       4       3       8       10      1       10      6       1       5       7       9       
Vardas66403         Pavarde66403        8       10      8       4       2       8       2       10      6       2       8       8       1       10      6       8       
Vardas66404         Pavarde66404        8       2       7       6       1       10      4       2       5       6       8       7       4       7       6       3       
Vardas66405         Pavarde66405        4       7       9       10      4       9       8       8       7       6       5       6       5       10      7       6       
Vardas66406         Pavarde66406        6       1       2       1       1       8       4       9       1       3       8       9       2       9       7       8       
Vardas66407         Pavarde66407        4       10      10      10      4       1       1       3       7       4       6       6       9       3       9       4       
Vardas66408         Pavarde66408        8       2       8       4       5       10      10      8       8       9       9       4       4       9       7       2       
Vardas66409         Pavarde66409        10      9       6       2       8       7       6       9       8       9       6       4       8       2       7       9       
Vardas66410         Pavarde66410        1       9       6       1       1       9       8       2       1       10      4       2       4       8       5       7       
Vardas66411         Pavarde66411        4       3       7       10      7       9       6       3       10      1       1       3       2       3       9       9       
Vardas66412         Pavarde66412        7       5       3       1       9       10      9       7       1       4       8       3       4       10      2       6       
Vardas66413         Pavarde66413        2       4       10      1       10      7       2       6       6       2       2       2       9       6       6       10      
Vardas66414         Pavarde66414        3       8       7       7       5       5       6       4       8       4       4       3       4       6       1       8       
Vardas66415         Pavarde66415        2       8       4       10      3       4       9       10      10      1       1       8       6       10      4       7       
Vardas66416         Pavarde66416        2       2       9       3       7       3       6       10      7       10      5       4       8       8       9       2       
Vardas66417         Pavarde66417        10      2       8       2       7       4       4       10      10      6       2       9       9       9       6       9       
Vardas66418         Pavarde66418        10      2       10      8       6       5       4       5       10      9       9       10      7       6       3       9       
Vardas66419         Pavarde66419        4       2       3       8       10      4       1       4       10      2       3       6       9       4       6       7       
Vardas66420         Pavarde66420        2       5       1       1       1       10      1       1       5       7       9       2       1       9       6       7       
Vardas66421         Pavarde66421        10      9       9       6       7       4       5       9       2       6       4       10      9       7       1       5       
Vardas66422         Pavarde66422        2       9       5       4       8       8       10      1       6       10      3       5       4       3       9       2       
Vardas66423         Pavarde66423        7       9       3       6       10      2       5       8       6       1       6       1       9       8       6       1       
Vardas66424         Pavarde66424        1       10      5       3       2       10      8       6       7       1       9       6       6       7       6       7       
Vardas66425         Pavarde66425        1       2       9       9       4       3       8       7       4       9       4       6       6       6       4       5       
Vardas66426         Pavarde66426        7       4       2       9       5       10      6       5       3       4       4       5       7       3       8       5       
Vardas66427         Pavarde66427        8       7       7       10      10      1       1       1       8       2       7       9       7       7       8       7       
Vardas66428         Pavarde66428        10      9       7       1       9       4       2       2       10      1       5       8       1       3       8       10      
Vardas66429         Pavarde66429        6       2       8       7       3       2       7       6       8       8       9       3       9       8       6       7       
Vardas66430         Pavarde66430        2       1       7       6       3       1       3       3       1       9       8       10      8       4       9       7       
Vardas66431         Pavarde66431        1       5       9       3       4       7       3       3       7       8       7       7       7       7       1       9       
Vardas66432         Pavarde66432        1       2       4       10      7       7       2       8       10      8       5       10      4       10      4       5       
Vardas66433         Pavarde66433        7       4       10      8       5       4       8       3       5       9       4       1       9       8       8       9       
Vardas66434         Pavarde66434        6       6       3       4       4       8       8       8       4       8       1       1       9       5       10      8       
Vardas66435         Pavarde66435        4       8       5       3       9       5       7       4       2       10      1       9       2       2       6       7       
Vardas66436         Pavarde66436        8       5       3       7       6       4       4       7       1       8       10      7       8       6       4       6       
Vardas66437         Pavarde66437        9       2       5       1       2       9       2       3       8       5       3       6       4       7       3       2       
Vardas66438         Pavarde66438        9       5       7       9       2       10      3       3       3       8       3       5       1       6       8       10      
Vardas66439         Pavarde66439        2       2       9       10      7       8       2       3       9       1       10      1       7       7       7       1       
Vardas66440         Pavarde66440        2       9       10      5       6       7       8       8       1       1       9       6       9       5       3       2       
Vardas66441         Pavarde66441        5       10      9       3       6       1       6       6       9       2       1       7       9       5       4       1       
Vardas66442         Pavarde66442        3       2       5       9       8       3       1       1       6       5       7       2       9       5       6       8       
Vardas66443         Pavarde66443        2       1       10      7       8       2       5       3       2       6       8       9       2       9       10      2       
Vardas66444         Pavarde66444        6       8       9       4       10      8       1       4       4       4       10      2       10      6       4       10      
Vardas66445         Pavarde66445        7       3       2       1       2       1       2       1       9       4       8       3       2       9       2       7       
