Vardas              Pavarde             ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    ND15    Egz.    
Vardas4732          Pavarde4732         4       2       10      5       7       5       9       10      6       6       2       6       2       8       10      9       
Vardas4733          Pavarde4733         2       10      3       2       4       1       2       2       6       10      8       9       2       2       10      1       
Vardas4734          Pavarde4734         10      6       5       1       10      8       10      10      7       10      1       9       5       9       1       3       
Vardas4735          Pavarde4735         6       10      7       3       3       4       10      3       8       3       4       2       6       2       9       10      
Vardas4736          Pavarde4736         8       4       3       2       3       3       8       6       10      10      4       1       1       10      7       8       
Vardas4737          Pavarde4737         2       8       3       8       1       2       9       4       10      4       4       4       9       1       3       8       
Vardas4738          Pavarde4738         10      2       2       10      4       3       6       1       1       6       5       9       7       10      7       3       
Vardas4739          Pavarde4739         7       6       4       2       5       5       1       1       2       1       9       2       2       9       6       3       
Vardas4740          Pavarde4740         1       8       3       1       6       10      5       10      6       5       3       3       9       5       1       9       
Vardas4741          Pavarde4741         7       6       5       10      3       8       1       7       2       7       6       2       7       5       10      2       
Vardas4742          Pavarde4742         1       3       1       4       3       4       10      8       9       3       8       1       4       5       6       6       
Vardas4743          Pavarde4743         9       9       7       10      2       1       5       7       4       3       4       9       5       2       3       10      
Vardas4744          Pavarde4744         9       7       7       8       5       5       5       1       4       8       9       2       10      8       1       5       
Vardas4745          Pavarde4745         2       9       6       7       5       2       10      5       2       9       3       6       3       2       3       7       
Vardas4746          Pavarde4746         2       8       2       10      4       4       3       1       7       1       9       4       7       3       1       9       
Vardas4747          Pavarde4747         8       4       7       6       8       2       9       1       1       1       8       9       6       5       1       8       
Vardas4748          Pavarde4748         8       3       8       10      4       3       10      1       4       7       9       9       9       7       8       5       
Vardas4749          Pavarde4749         9       9       7       3       3       6       4       9       7       1       6       9       1       1       4       8       
Vardas4750          Pavarde4750         1       8       2       6       5       2       6       8       8       8       2       7       8       2       4       3       
Vardas4751          Pavarde4751         9       5       5       9       9       8       9       4       5       2       2       1       10      5       7       3       
Vardas4752          Pavarde4752         1       3       4       1       9       6       2       10      1       2       4       7       9       8       5       3       
Vardas4753          Pavarde4753         4       8       10      1       7       4       9       4       4       1       6       5       10      7       8       8       
Vardas4754          Pavarde4754         2       5       1       10      8       6       9       10      2       10      8       7       10      3       7       4       
Vardas4755          Pavarde4755         1       10      9       1       1       5       4       7       4       2       8       6       6       3       8       4       
Vardas4756          Pavarde4756         9       3       1       1       7       6       6       3       2       10      4       8       8       9       1       1       
Vardas4757          Pavarde4757         7       7       5       10      4       3       7       10      9       7       4       7       2       2       2       9       
Vardas4758          Pavarde4758         10      7       7       3       10      6       2       5       6       4       7       1       2       5       8       7       
Vardas4759          Pavarde4759         8       1       10      1       6       10      9       7       7       10      8       10      3       9       5       2       
Vardas4760          Pavarde4760         4       5       6       3       7       2       3       9       7       2       7       10      6       2       8       2       
Vardas4761          Pavarde4761         7       4       1       8       3       2       7       1       8       6       1       7       7       8       4       7       
Vardas4762          Pavarde4762         9       7       2       3       2       8       5       4       9       3       3       10      9       2       8       7       
Vardas4763          Pavarde4763         6       6       7       7       3       4       10      9       5       9       1       9       10      3       5       7       
Vardas4764          Pavarde4764         10      2       4       6       1       6       7       10      9       2       6       2       10      7       8       4       
Vardas4765          Pavarde4765         3       7       5       1       10      5       7       1       8       1       5       9       6       7       3       1       
Vardas4766          Pavarde4766         7       2       8       9       10      2       9       2       6       7       10      8       4       8       2       5       
Vardas4767          Pavarde4767         10      7       2       3       4       1       3       10      2       1       1       2       5       6       10      1       
Vardas4768          Pavarde4768         7       5       3       2       7       10      8       7       4       4       3       9       6       9       8       6       
Vardas4769          Pavarde4769         1       8       3       8       1       10      5       1       5       3       9       5       10      4       3       10      
Vardas4770          Pavarde4770         6       6       1       8       7       6       5       3       10      1       4       10      6       10      2       10      
Vardas4771          Pavarde4771         1       7       3       4       8       10      9       3       4       10      1       10      5       7       10      2       
Vardas4772          Pavarde4772         1       1       7       2       4       2       3       2       8       1       5       9       7       4       5       5       
Vardas4773          Pavarde4773         4       1       4       7       9       6       4       4       7       3       3       9       9       8       4       2       
Vardas4774          Pavarde4774         10      5       4       2       5       7       3       1       4       10      3       3       9       7       1       5       
Vardas4775          Pavarde4775         9       8       1       7       5       10      6       2       8       7       8       1       9       6       4       5       
Vardas4776          Pavarde4776         10      10      5       7       4       2       3       5       8       8       7       6       6       8       3       5       
Vardas4777          Pavarde4777         7       2       4       2       7       8       9       2       4       2       7       3       5       5       9       3       
Vardas4778          Pavarde4778         7       6       9       5       10      1       2       9       3       10      4       7       4       7       4       6       
Vardas4779          Pavarde4779         4       2       4       4       5       9       10      5       3       4       5       9       7       5       8       9       
Vardas4780          Pavarde4780         9       6       1       9       7       4       10      9       5       7       1       9       9       2       8       6       
Vardas4781          Pavarde4781         8       4       1       5       5       4       2       2       6       7       4       2       9       8       1       6       
Vardas4782          Pavarde4782         10      2       4       10      8       2       4       1       5       7       1       8       3       10      3       4       
Vardas4783          Pavarde4783         1       8       6       9       10      9       1       9       5       4       9       3       3       3       9       4       
Vardas4784          Pavarde4784         10      9       2       8       9       9       8       7       2       2       3       7       2       5       9       5       
Vardas4785          Pavarde4785         9       1       4       8       7       8       9       2       5       10      1       8       10      6       3       6       
Vardas4786          Pavarde4786         3       9       8       2       9       5       9       1       6       7       7       10      9       5       10      9       
Vardas4787          Pavarde4787         7       1       3       3       8       8       1       5       8       10      1       3       2       7       2       3       
Vardas4788          Pavarde4788         5       6       5       6       4       3       10      9       5       8       8       2       8       1       9       7       
Vardas4789          Pavarde4789         6       8       10      5       8       3       1       6       4       8       2       3       10      3       5       3       
Vardas4790          Pavarde4790         3       3       10      3       9       9       5       7       9       9       2       10      2       10      4       10      
Vardas4791          Pavarde4791         4       1       9       3       1       7       10      9       7       1       2       9       4       3       9       7       
Vardas4792          Pavarde4792         5       8       4       6       2       3       9       5       8       6       9       4       10      9       6       2       
Vardas4793          Pavarde4793         6       8       3       9       9       10      9       8       3       5       6       2       9       3       9       4       
Vardas4794          Pavarde4794         3       1       8       9       1       10      6       7       9       4       10      9       8       4       1       5       
Vardas4795          Pavarde4795         4       8       10      2       6       5       1       7       7       4       8       7       5       7       6       2       
Vardas4796          Pavarde4796         7       7       7       5       6       4       5       9       9       10      10      8       6       9       3       4       
Vardas4797          Pavarde4797         4       7       7       8       10      7       9       10      7       7       3       6       9       9       9       7       
Vardas4798          Pavarde4798         1       6       1       3       9       8       10      9       4       10      1       5       5       6       1       8       
Vardas4799          Pavarde4799         10      7       9       7       7       10      6       6       3       8       3       9       9       10      6       4       
Vardas4800          Pavarde4800         7       8       3       7       4       2       4       1       3       4       7       5       8       7       10      2       
Vardas4801          Pavarde4801         2       5       3       9       7       4       9       4       2       5       7       9       10      1       8       4       
Vardas4802          Pavarde4802         7       2       10      8       7       2       10      6       10      6       7       7       9       5       6       4       
Vardas4803          Pavarde4803         8       9       2       9       3       1       4       9       2       8       8       1       4       3       8       4       
Vardas4804          Pavarde4804         3       3       3       3       3       1       7       3       5       3       1       5       3       2       7       4       
Vardas4805          Pavarde4805         3       10      4       3       3       6       4       5       6       10      3       8       4       1       5       10      
Vardas4806          Pavarde4806         10      9       8       6       10      1       10      3       10      5       2       4       8       10      6       6       
Vardas4807          Pavarde4807         5       4       6       9       3       2       10      2       9       2       5       2       10      5       2       8       
Vardas4808          Pavarde4808         4       4       7       3       10      8       8       6       9       8       3       10      2       5       7       7       
Vardas4809          Pavarde4809         2       7       4       2       9       2       7       3       7       10      8       7       10      7       4       4       
Vardas4810          Pavarde4810         10      8       10      5       1       9       9       10      8       3       3       6       5       8       9       1       
Vardas4811          Pavarde4811         8       4       4       5       7       7       4       1       1       6       9       5       6       5       4       2       
Vardas4812          Pavarde4812         3       7       7       9       9       1       10      2       2       5       1       5       1       7       1       6       
Vardas4813          Pavarde4813         10      7       1       8       7       4       10      3       9       6       6       8       10      5       8       4       
Vardas4814          Pavarde4814         10      7       1       4       4       9       9       5       3       6       8       3       4       2       4       1       
Vardas4815          Pavarde4815         9       10      2       10      7       8       6       9       4       1       5       6       8       6       1       6       
Vardas4816          Pavarde4816         4       10      6       5       8       10      4       1       10      4       1       7       6       2       9       8       
Vardas4817          Pavarde4817         6       7       4       6       2       4       2       3       10      8       5       8       4       3       7       10      
Vardas4818          Pavarde4818         7       2       1       10      2       5       8       1       4       10      5       3       5       6       7       4       
Vardas4819          Pavarde4819         10      7       4       10      1       5       1       3       3       9       3       1       7       5       5       8       
Vardas4820          Pavarde4820         8       1       5       5       2       9       4       10      7       4       10      4       2       6       1       4       
Vardas4821          Pavarde4821         7       9       10      4       4       7       1       3       7       4       9       6       3       10      5       9       
Vardas4822          Pavarde4822         10      7       9       5       1       7       9       2       9       4       7       5       3       2       3       10      
Vardas4823          Pavarde4823         2       3       4       9       2       6       7       9       2       3       5       5       8       6       3       2       
Vardas4824          Pavarde4824         5       9       2       9       10      4       4       2       10      4       1       1       10      5       10      7       
Vardas4825          Pavarde4825         3       7       4       10      9       9       7       3       6       5       2       9       8       2       5       10      
Vardas4826          Pavarde4826         2       6       5       5       3       4       9       1       2       1       7       2       7       9       2       10      
Vardas4827          Pavarde4827         4       2       9       4       9       2       9       1       3       4       10      2       3       5       8       5       
Vardas4828          Pavarde4828         3       8       1       10      6       9       5       5       4       8       6       4       8       10      5       6       
Vardas4829          Pavarde4829         1       6       7       2       6       1       9       3       4       2       4       3       1       8       8       1       
Vardas4830          Pavarde4830         8       7       4       1       5       7       5       3       8       9       5       8       9       4       10      1       
Vardas4831          Pavarde4831         2       3       4       6       10      1       6       4       5       6       4       1       6       5       5       3       
Vardas4832          Pavarde4832         7       2       3       6       6       5       2       7       4       2       1       5       8       10      8       7       
Vardas4833          Pavarde4833         1       10      6       4       10      4       4       7       10      2       8       10      10      2       5       10      
Vardas4834          Pavarde4834         5       3       8       8       6       6       7       2       8       1       4       6       4       5       9       5       
Vardas4835          Pavarde4835         10      1       6       3       8       4       1       3       7       1       7       5       10      3       9       5       
Vardas4836          Pavarde4836         8       4       8       3       9       10      5       5       6       7       3       3       7       9       1       10      
Vardas4837          Pavarde4837         2       6       6       8       3       10      6       10      6       6       10      6       10      6       10      6       
Vardas4838          Pavarde4838         5       3       5       10      4       7       5       2       6       6       5       5       10      4       3       1       
Vardas4839          Pavarde4839         7       6       3       9       4       9       5       4       9       10      7       2       9       5       5       9       
Vardas4840          Pavarde4840         2       5       1       6       1       9       8       2       4       8       3       3       7       6       3       8       
Vardas4841          Pavarde4841         10      2       7       7       9       1       7       2       4       7       4       10      8       4       5       8       
Vardas4842          Pavarde4842         6       9       4       9       1       6       1       8       4       8       10      3       3       8       4       5       
Vardas4843          Pavarde4843         8       1       9       1       4       4       9       3       7       7       10      4       5       4       8       10      
Vardas4844          Pavarde4844         3       9       9       4       6       9       6       6       6       7       7       5       5       3       7       2       
Vardas4845          Pavarde4845         5       9       6       3       9       10      5       10      4       8       7       9       6       6       10      4       
Vardas4846          Pavarde4846         9       9       2       10      3       9       4       10      5       5       3       8       3       7       9       5       
Vardas4847          Pavarde4847         7       2       1       10      10      5       5       5       4       3       6       2       4       4       10      7       
Vardas4848          Pavarde4848         5       9       5       9       4       2       8       6       5       10      7       9       4       4       1       6       
Vardas4849          Pavarde4849         9       4       9       9       6       10      10      10      1       5       6       1       4       10      2       2       
Vardas4850          Pavarde4850         2       4       10      5       10      6       7       6       3       9       2       4       2       8       8       2       
Vardas4851          Pavarde4851         4       9       9       4       2       4       6       5       9       1       4       5       4       5       9       7       
Vardas4852          Pavarde4852         8       10      10      10      9       8       10      4       8       8       2       2       9       4       9       10      
Vardas4853          Pavarde4853         6       8       6       8       2       9       8       10      6       5       5       4       5       3       8       10      
Vardas4854          Pavarde4854         10      5       6       1       10      6       6       10      1       3       2       6       2       2       8       1       
Vardas4855          Pavarde4855         10      7       6       8       3       5       1       7       8       10      1       3       5       6       8       9       
Vardas4856          Pavarde4856         4       9       5       4       7       8       2       2       1       8       3       1       3       2       10      9       
Vardas4857          Pavarde4857         4       10      4       2       3       3       2       2       7       8       1       7       6       1       4       6       
Vardas4858          Pavarde4858         4       4       8       1       4       5       4       4       2       6       4       5       6       5       8       9       
Vardas4859          Pavarde4859         8       3       10      4       10      5       4       7       3       9       1       10      4       8       3       8       
Vardas4860          Pavarde4860         8       5       3       5       5       3       9       9       9       8       4       10      5       5       5       1       
Vardas4861          Pavarde4861         6       9       8       1       6       1       8       6       1       2       8       9       3       3       8       2       
Vardas4862          Pavarde4862         4       7       6       5       10      3       2       4       7       10      2       10      4       9       6       6       
Vardas4863          Pavarde4863         8       5       1       8       5       4       5       10      3       5       10      1       9       1       7       8       
Vardas4864          Pavarde4864         10      7       2       9       2       5       4       10      6       6       1       9       6       5       6       1       
Vardas4865          Pavarde4865         8       3       8       2       10      8       8       8       7       2       2       6       3       6       7       10      
Vardas4866          Pavarde4866         10      9       9       1       6       9       9       1       3       6       3       1       3       1       10      2       
Vardas4867          Pavarde4867         8       5       9       9       7       2       7       3       7       3       1       2       1       3       7       6       
Vardas4868          Pavarde4868         6       1       8       4       10      2       9       6       10      5       7       3       10      4       5       10      
Vardas4869          Pavarde4869         1       3       10      1       1       4       7       1       7       3       10      7       8       10      10      5       
Vardas4870          Pavarde4870         1       8       4       9       1       8       4       1       9       3       4       6       7       2       10      7       
Vardas4871          Pavarde4871         5       6       4       8       7       10      1       10      3       1       4       1       5       7       3       7       
Vardas4872          Pavarde4872         3       8       6       5       9       6       4       7       2       8       9       3       3       2       9       2       
Vardas4873          Pavarde4873         9       8       3       8       9       1       10      3       3       7       5       8       8       7       1       10      
Vardas4874          Pavarde4874         9       7       1       7       4       2       10      9       10      5       3       6       6       6       3       10      
Vardas4875          Pavarde4875         6       9       6       9       3       5       7       5       3       7       8       2       3       2       7       9       
Vardas4876          Pavarde4876         8       2       5       9       4       10      8       5       5       7       9       9       10      10      5       7       
Vardas4877          Pavarde4877         4       4       6       1       1       10      9       3       6       3       5       1       6       1       3       7       
Vardas4878          Pavarde4878         10      1       9       5       5       5       7       8       8       2       4       7       7       7       8       2       
Vardas4879          Pavarde4879         3       5       6       10      9       7       7       7       4       10      8       7       7       8       8       6       
Vardas4880          Pavarde4880         1       4       9       2       1       1       10      8       8       6       3       1       4       3       7       8       
Vardas4881          Pavarde4881         4       5       1       2       2       6       10      7       8       1       6       2       9       5       4       1       
Vardas4882          Pavarde4882         10      6       4       9       3       10      4       10      7       4       7       4       5       10      5       1       
Vardas4883          Pavarde4883         6       7       2       4       1       7       5       7       5       4       4       6       3       5       3       5       
Vardas4884          Pavarde4884         4       8       4       1       5       2       4       5       9       2       2       6       1       7       1       6       
Vardas4885          Pavarde4885         7       8       10      5       4       7       8       5       1       9       2       9       1       10      10      6       
Vardas4886          Pavarde4886         1       10      10      10      4       2       1       1       8       2       7       1       1       7       9       8       
Vardas4887          Pavarde4887         10      6       7       6       4       2       10      1       6       8       4       6       2       4       4       10      
Vardas4888          Pavarde4888         10      8       7       8       7       3       10      3       2       6       5       3       3       9       6       7       
Vardas4889          Pavarde4889         3       9       10      3       1       9       4       7       7       10      9       10      2       10      3       4       
Vardas4890          Pavarde4890         1       4       3       5       2       9       1       6       8       1       3       10      7       4       3       1       
Vardas4891          Pavarde4891         2       3       8       3       3       4       5       7       7       9       7       6       9       4       9       9       
Vardas4892          Pavarde4892         4       5       4       5       9       4       5       4       5       10      4       4       9       5       3       7       
Vardas4893          Pavarde4893         1       2       8       6       2       1       2       3       8       3       3       2       3       6       3       8       
Vardas4894          Pavarde4894         3       7       9       4       2       2       2       9       5       5       1       9       3       5       9       10      
Vardas4895          Pavarde4895         6       2       7       6       2       1       3       8       7       5       9       8       9       7       3       6       
Vardas4896          Pavarde4896         4       4       4       4       1       8       8       6       1       8       3       1       10      1       4       3       
Vardas4897          Pavarde4897         5       5       10      1       6       8       1       7       4       7       9       7       5       5       4       3       
Vardas4898          Pavarde4898         1       1       10      5       5       7       4       1       7       1       6       8       3       2       3       6       
Vardas4899          Pavarde4899         10      2       2       6       8       1       2       9       3       10      10      4       8       9       8       9       
Vardas4900          Pavarde4900         5       8       8       5       6       1       7       8       7       7       7       7       2       6       9       6       
Vardas4901          Pavarde4901         10      6       6       5       9       8       9       4       10      9       5       7       8       3       7       9       
Vardas4902          Pavarde4902         4       4       5       9       6       2       9       9       3       8       7       7       10      9       7       8       
Vardas4903          Pavarde4903         9       5       7       2       4       7       6       8       7       7       8       1       8       3       9       2       
Vardas4904          Pavarde4904         9       5       8       10      3       2       8       7       9       6       1       1       9       1       7       8       
Vardas4905          Pavarde4905         8       5       3       4       7       7       4       4       4       6       3       7       2       6       6       4       
Vardas4906          Pavarde4906         1       1       2       1       9       6       7       4       7       8       2       5       5       1       4       5       
Vardas4907          Pavarde4907         10      3       7       2       10      6       6       7       7       8       9       1       8       10      3       4       
Vardas4908          Pavarde4908         8       5       4       8       8       2       10      5       10      3       9       7       6       9       5       9       
Vardas4909          Pavarde4909         5       9       8       8       3       4       7       4       1       9       2       8       1       6       1       9       
Vardas4910          Pavarde4910         2       9       9       1       10      8       8       5       4       7       3       10      10      1       9       7       
Vardas4911          Pavarde4911         7       9       5       9       4       8       2       3       2       4       7       7       2       8       3       5       
Vardas4912          Pavarde4912         3       4       9       3       5       9       9       1       8       6       5       5       5       9       7       4       
Vardas4913          Pavarde4913         4       10      7       2       10      2       7       10      10      6       3       4       1       8       7       9       
Vardas4914          Pavarde4914         7       8       7       9       9       4       1       9       5       3       2       3       8       3       4       2       
Vardas4915          Pavarde4915         10      2       2       1       6       2       9       9       3       10      3       8       3       7       4       8       
Vardas4916          Pavarde4916         9       3       4       6       2       1       8       1       7       4       2       10      7       4       9       3       
Vardas4917          Pavarde4917         6       5       3       6       8       3       2       10      5       10      8       10      6       1       3       4       
Vardas4918          Pavarde4918         7       10      1       2       5       6       8       7       2       5       2       10      7       9       6       4       
Vardas4919          Pavarde4919         10      6       6       8       1       1       6       5       6       3       9       2       4       10      1       1       
Vardas4920          Pavarde4920         6       7       7       5       8       8       10      5       2       8       9       1       9       5       8       10      
Vardas4921          Pavarde4921         8       5       4       6       3       9       2       5       4       5       7       4       7       2       3       10      
Vardas4922          Pavarde4922         10      6       3       9       7       7       9       9       9       2       4       5       7       8       2       8       
Vardas4923          Pavarde4923         10      3       5       1       4       9       5       1       6       2       2       3       9       4       9       9       
Vardas4924          Pavarde4924         10      2       4       4       6       1       3       4       2       2       4       10      1       2       9       7       
Vardas4925          Pavarde4925         2       8       8       10      4       1       6       10      3       9       1       4       4       7       10      10      
Vardas4926          Pavarde4926         8       3       10      10      3       2       5       1       1       4       2       6       2       8       2       7       
Vardas4927          Pavarde4927         8       2       4       1       7       8       8       6       3       4       1       2       10      3       10      9       
Vardas4928          Pavarde4928         9       3       4       4       5       3       7       9       10      8       7       9       3       10      8       4       
Vardas4929          Pavarde4929         10      4       4       4       8       4       1       4       3       5       1       1       7       6       4       7       
Vardas4930          Pavarde4930         1       7       2       3       1       2       5       4       9       8       5       1       8       8       4       7       
Vardas4931          Pavarde4931         6       8       9       4       1       8       7       3       5       6       2       5       3       1       4       4       
Vardas4932          Pavarde4932         7       10      10      6       7       3       9       10      10      1       1       1       4       7       1       5       
Vardas4933          Pavarde4933         8       1       7       6       3       6       10      3       5       6       5       10      9       6       9       5       
Vardas4934          Pavarde4934         3       2       7       7       2       10      9       4       5       9       6       8       7       7       5       1       
Vardas4935          Pavarde4935         9       9       3       2       5       8       3       8       7       4       7       9       9       3       10      5       
Vardas4936          Pavarde4936         8       7       10      1       4       1       6       3       8       6       9       7       5       5       7       3       
Vardas4937          Pavarde4937         1       10      7       5       5       1       8       7       9       8       6       10      9       1       7       6       
Vardas4938          Pavarde4938         2       3       7       8       7       1       10      6       5       1       7       10      10      3       7       7       
Vardas4939          Pavarde4939         2       9       2       8       9       7       7       5       10      8       1       9       1       6       6       9       
Vardas4940          Pavarde4940         3       8       8       9       7       9       7       8       2       3       5       9       4       7       7       7       
Vardas4941          Pavarde4941         8       8       6       7       5       2       8       10      10      10      4       9       9       6       8       3       
Vardas4942          Pavarde4942         3       8       4       9       8       6       5       3       10      4       10      3       9       6       4       5       
Vardas4943          Pavarde4943         9       1       3       7       5       5       2       3       2       3       3       6       6       4       7       4       
Vardas4944          Pavarde4944         2       3       3       4       8       6       9       3       5       8       5       9       1       2       1       3       
Vardas4945          Pavarde4945         7       8       1       1       8       10      7       5       7       8       9       5       7       1       8       3       
Vardas4946          Pavarde4946         8       10      4       5       2       3       8       7       4       8       5       10      9       5       10      5       
Vardas4947          Pavarde4947         2       4       7       1       9       3       6       5       3       7       1       5       2       1       8       5       
Vardas4948          Pavarde4948         1       8       9       4       10      4       1       4       6       6       2       8       7       2       2       9       
Vardas4949          Pavarde4949         9       2       1       2       4       5       3       5       4       6       4       6       8       8       6       6       
Vardas4950          Pavarde4950         6       6       10      8       1       9       5       6       7       8       7       5       6       9       7       7       
Vardas4951          Pavarde4951         2       8       1       3       8       7       7       5       10      7       3       3       7       6       9       7       
Vardas4952          Pavarde4952         1       4       5       4       10      6       10      10      5       6       3       9       9       10      6       10      
Vardas4953          Pavarde4953         9       6       8       8       9       1       7       2       9       1       8       1       9       5       6       9       
Vardas4954          Pavarde4954         6       9       4       2       7       2       10      1       7       1       7       4       8       4       9       9       
Vardas4955          Pavarde4955         8       1       2       7       5       9       2       9       6       10      7       3       10      10      10      6       
Vardas4956          Pavarde4956         5       5       4       9       4       9       2       3       3       4       8       4       7       4       1       9       
Vardas4957          Pavarde4957         9       7       6       9       10      1       7       1       8       4       2       5       4       6       8       8       
Vardas4958          Pavarde4958         8       8       2       2       2       10      10      8       2       9       5       1       2       2       1       2       
Vardas4959          Pavarde4959         4       8       1       7       6       9       3       2       7       6       4       1       9       9       4       6       
Vardas4960          Pavarde4960         5       3       5       7       10      5       9       3       8       4       5       3       3       10      4       4       
Vardas4961          Pavarde4961         5       3       8       10      6       3       1       9       2       6       6       2       9       1       9       5       
Vardas4962          Pavarde4962         4       6       7       1       10      4       10      7       8       5       6       6       7       10      5       4       
Vardas4963          Pavarde4963         8       6       6       2       6       3       1       1       3       7       7       3       3       10      6       7       
Vardas4964          Pavarde4964         1       1       3       7       3       4       6       5       6       1       9       9       4       6       6       1       
Vardas4965          Pavarde4965         7       3       7       7       5       4       2       6       10      4       8       2       1       9       6       7       
Vardas4966          Pavarde4966         3       10      4       1       1       1       6       10      8       6       9       9       8       8       4       7       
Vardas4967          Pavarde4967         3       1       2       3       10      5       1       10      5       6       1       4       6       5       8       2       
Vardas4968          Pavarde4968         10      2       5       7       10      9       2       8       2       4       1       3       3       4       7       1       
Vardas4969          Pavarde4969         4       10      4       2       3       5       5       10      7       1       6       2       7       4       3       3       
Vardas4970          Pavarde4970         4       2       5       10      6       5       1       1       5       8       8       3       1       5       2       10      
Vardas4971          Pavarde4971         10      2       2       6       4       10      1       5       2       7       6       10      5       2       8       10      
Vardas4972          Pavarde4972         1       10      6       3       7       6       1       4       1       1       7       7       4       6       3       4       
Vardas4973          Pavarde4973         5       6       8       9       9       4       2       5       3       2       3       3       1       7       3       9       
Vardas4974          Pavarde4974         7       2       5       7       1       10      1       2       9       9       3       10      6       8       3       10      
Vardas4975          Pavarde4975         1       3       2       5       2       2       3       9       10      9       6       10      1       4       1       4       
Vardas4976          Pavarde4976         6       8       4       3       10      3       7       3       2       2       3       3       9       3       9       5       
Vardas4977          Pavarde4977         6       7       10      6       10      5       9       4       10      1       6       5       8       3       8       7       
Vardas4978          Pavarde4978         2       1       7       9       6       1       2       2       6       9       6       7       7       6       9       9       
Vardas4979          Pavarde4979         4       10      8       9       10      6       9       10      3       5       6       3       3       10      9       8       
Vardas4980          Pavarde4980         2       7       3       9       8       4       5       10      3       4       10      6       9       5       8       5       
Vardas4981          Pavarde4981         8       9       5       1       4       3       9       10      9       7       9       9       4       10      8       4       
Vardas4982          Pavarde4982         7       8       4       6       2       9       2       9       9       3       2       7       3       2       6       10      
Vardas4983          Pavarde4983         4       4       5       9       3       4       4       3       4       8       8       9       2       8       9       2       
Vardas4984          Pavarde4984         3       1       2       3       3       3       2       4       6       8       7       3       4       6       2       8       
Vardas4985          Pavarde4985         8       3       1       1       9       7       7       3       2       10      8       9       7       8       10      5       
Vardas4986          Pavarde4986         5       7       3       6       6       8       1       4       10      8       10      4       1       1       4       3       
Vardas4987          Pavarde4987         9       8       5       1       6       6       3       9       10      3       7       10      5       10      4       1       
Vardas4988          Pavarde4988         1       2       4       4       5       2       6       9       1       8       4       9       1       3       1       2       
Vardas4989          Pavarde4989         6       6       5       4       2       7       5       2       4       6       2       5       2       1       1       4       
Vardas4990          Pavarde4990         5       4       3       8       8       3       1       2       10      6       2       2       7       4       10      8       
Vardas4991          Pavarde4991         2       8       8       9       4       2       5       10      4       7       2       7       10      5       9       9       
Vardas4992          Pavarde4992         1       4       7       6       10      8       5       2       3       8       7       1       1       3       6       2       
Vardas4993          Pavarde4993         10      8       5       7       2       1       2       4       1       2       2       7       4       10      8       5       
Vardas4994          Pavarde4994         8       2       2       3       6       2       9       5       8       2       1       5       8       5       4       9       
Vardas4995          Pavarde4995         2       4       6       1       3       6       4       6       7       7       9       1       8       6       1       5       
Vardas4996          Pavarde4996         10      10      9       8       4       3       8       7       5       3       1       8       4       4       10      1       
Vardas4997          Pavarde4997         8       8       9       9       5       5       4       3       9       1       8       7       7       2       9       9       
Vardas4998          Pavarde4998         10      10      3       5       7       3       7       1       10      1       8       2       4       10      3       8       
